id,giscode,siteaddres,landuse,scrcog_lu,yearbuilt,decadebuilt
2720,2224-216-00-0000,21 LOLLER RD,Single Fam M01,Residential,1945,1940s
2721,2224-217-00-0000,464 PINE ROCK AVE,Single Fam M01,Residential,1950,1950s
2722,2224-218-00-0000,472 PINE ROCK AVE,Single Fam M01,Residential,1945,1940s
2723,2224-219-00-0000,478 PINE ROCK AVE,Single Fam M01,Residential,1946,1940s
2724,2224-220-00-0000,484 PINE ROCK AVE,Single Fam M01,Residential,1947,1940s
2725,2224-221-00-0000,14 LOLLER RD,Single Fam M01,Residential,1946,1940s
2726,2224-222-00-0000,20 LOLLER RD,Single Fam M01,Residential,1946,1940s
2727,2224-223-00-0000,26 LOLLER RD,Single Fam M01,Residential,1946,1940s
2728,2224-224-00-0000,32 LOLLER RD,Single Fam M01,Residential,1946,1940s
2729,2224-225-00-0000,38 LOLLER RD,Single Fam M01,Residential,1946,1940s
2730,2224-226-00-0000,46 LOLLER RD,Single Fam M01,Residential,1946,1940s
2731,2224-227-00-0000,66 LOLLER RD,Single Fam M01,Residential,1946,1940s
2732,2224-228-00-0000,72 LOLLER RD,Single Fam M01,Residential,1946,1940s
2733,2224-229-00-0000,385 WOODIN ST,Single Fam M01,Residential,1946,1940s
2734,2224-230-00-0000,375 WOODIN ST,Single Fam M01,Residential,1946,1940s
2735,2224-231-00-0000,369 WOODIN ST,Single Fam M01,Residential,1946,1940s
2736,2224-232-00-0000,363 WOODIN ST,Single Fam M01,Residential,1946,1940s
2737,2224-233-00-0000,355 WOODIN ST,Single Fam M01,Residential,1945,1940s
2738,2224-234-00-0000,349 WOODIN ST,Single Fam M01,Residential,1945,1940s
2739,2224-235-00-0000,40 OBERLIN RD,Single Fam M01,Residential,1940,1940s
2740,2224-236-00-0000,65 WESTERFIELD RD,Single Fam M01,Residential,1952,1950s
2741,2224-237-00-0000,57 WESTERFIELD RD,Single Fam M01,Residential,1952,1950s
2742,2224-238-00-0000,51 WESTERFIELD RD,Single Fam M01,Residential,1952,1950s
2743,2224-239-00-0000,45 WESTERFIELD RD,Single Fam M01,Residential,1952,1950s
2744,2224-240-00-0000,39 WESTERFIELD RD,Single Fam M01,Residential,1952,1950s
2745,2224-241-00-0000,33 WESTERFIELD RD,Single Fam M01,Residential,1952,1950s
2746,2224-242-00-0000,27 WESTERFIELD RD,Single Fam M01,Residential,1952,1950s
2747,2224-243-00-0000,21 WESTERFIELD RD,Single Fam M01,Residential,1952,1950s
2748,2224-244-00-0000,358 PINE ROCK AVE,Single Fam M01,Residential,1945,1940s
2749,2224-246-00-0000,346 PINE ROCK AVE,Single Fam M01,Residential,1863,pre1900s
2750,2224-247-00-0000,30 ROSINA RD,Single Fam M01,Residential,1955,1950s
2751,2224-248-00-0000,34 ROSINA RD,Single Fam M01,Residential,1955,1950s
2752,2224-249-00-0000,40 ROSINA RD,Single Fam M01,Residential,1950,1950s
2753,2224-250-00-0000,26 ROSINA RD,Single Fam M01,Residential,1955,1950s
2754,2224-251-00-0000,364 PINE ROCK AVE,Single Fam M01,Residential,1949,1940s
2755,2224-252-00-0000,372 PINE ROCK AVE,Single Fam M01,Residential,1988,1980s
2756,2224-253-00-0000,368 PINE ROCK AVE,Single Fam M01,Residential,1949,1940s
2757,2224-254-00-0000,376 PINE ROCK AVE,Single Fam M01,Residential,1986,1980s
2758,2224-255-00-0000,380 PINE ROCK AVE,Single Fam M01,Residential,1925,1920s
2759,2224-256-00-0000,62 WELCH ST,Single Fam M01,Residential,1945,1940s
2760,2224-257-00-0000,15 ROSINA RD,Single Fam M01,Residential,1950,1950s
2761,2224-258-00-0000,19 ROSINA RD,Single Fam M01,Residential,1960,1960s
2762,2224-259-00-0000,35 ROSINA RD,Single Fam M01,Residential,1950,1950s
2763,2224-260-00-0000,20 ROSINA RD,Single Fam M01,Residential,1955,1950s
2764,2224-261-00-0000,5 PEASE RD,Single Fam M01,Residential,1948,1940s
2765,2224-262-00-0000,11 PEASE RD,Single Fam M01,Residential,1948,1940s
2766,2224-263-00-0000,19 PEASE RD,Single Fam M01,Residential,1948,1940s
2767,2224-264-00-0000,25 PEASE RD,Single Fam M01,Residential,1948,1940s
2768,2224-265-00-0000,31 PEASE RD,Single Fam M01,Residential,1948,1940s
2769,2224-266-00-0000,39 PEASE RD,Single Fam M01,Residential,1948,1940s
2770,2224-267-00-0000,79 ROCKWOOD RD,Single Fam M01,Residential,1948,1940s
2771,2224-268-00-0000,87 ROCKWOOD RD,Single Fam M01,Residential,1948,1940s
2772,2224-269-00-0000,48 SUNSET RD,Single Fam M01,Residential,1948,1940s
2773,2224-270-00-0000,38 SUNSET RD,Single Fam M01,Residential,1948,1940s
2774,2224-271-00-0000,32 SUNSET RD,Single Fam M01,Residential,1948,1940s
2775,2224-272-00-0000,24 SUNSET RD,Single Fam M01,Residential,1948,1940s
2776,2224-273-00-0000,18 SUNSET RD,Single Fam M01,Residential,1948,1940s
2777,2224-274-00-0000,12 SUNSET RD,Single Fam M01,Residential,1948,1940s
2778,2224-275-00-0000,4 SUNSET RD,Single Fam M01,Residential,1948,1940s
2779,2224-276-00-0000,310 WOODIN ST,Single Fam M01,Residential,1942,1940s
2780,2224-277-00-0000,433 PINE ROCK AVE,Single Fam M01,Residential,1950,1950s
2781,2224-278-00-0000,427 PINE ROCK AVE,Single Fam M01,Residential,1949,1940s
2782,2224-279-00-0000,421 PINE ROCK AVE,Single Fam M01,Residential,1949,1940s
2783,2224-280-00-0000,6 ROCKWOOD RD,Single Fam M01,Residential,1948,1940s
2784,2224-281-00-0000,14 ROCKWOOD RD,Single Fam M01,Residential,1948,1940s
2785,2224-282-00-0000,304 WOODIN ST,Single Fam M01,Residential,1942,1940s
2786,2224-283-00-0000,298 WOODIN ST,Single Fam M01,Residential,1942,1940s
2787,2224-284-00-0000,292 WOODIN ST,Single Fam M01,Residential,1947,1940s
2788,2224-285-00-0000,286 WOODIN ST,Single Fam M01,Residential,1948,1940s
2789,2224-286-00-0000,18 ROCKWOOD RD,Single Fam M01,Residential,1938,1930s
2790,2224-287-00-0000,22 ROCKWOOD RD,Single Fam M01,Residential,1941,1940s
2791,2224-288-00-0000,280 WOODIN ST,Single Fam M01,Residential,1941,1940s
2792,2224-289-00-0000,276 WOODIN ST,Single Fam M01,Residential,1943,1940s
2793,2224-291-00-0000,28 ROCKWOOD RD,Single Fam M01,Residential,1948,1940s
2794,2224-292-00-0000,36 ROCKWOOD RD,Single Fam M01,Residential,1940,1940s
2795,2224-293-00-0000,42 ROCKWOOD RD,Single Fam M01,Residential,1948,1940s
2796,2224-294-00-0000,48 ROCKWOOD RD,Single Fam M01,Residential,1948,1940s
2797,2224-295-00-0000,52 ROCKWOOD RD,Single Fam M01,Residential,1948,1940s
2798,2224-296-00-0000,60 ROCKWOOD RD,Single Fam M01,Residential,1948,1940s
2799,2224-297-00-0000,258 WOODIN ST,Single Fam M01,Residential,1955,1950s
2800,2224-298-00-0000,68 ROCKWOOD RD,Single Fam M01,Residential,1948,1940s
2801,2224-299-00-0000,76 ROCKWOOD RD,Single Fam M01,Residential,1948,1940s
2802,2224-300-00-0000,82 ROCKWOOD RD,Single Fam M01,Residential,1948,1940s
2803,2224-301-00-0000,88 ROCKWOOD RD,Single Fam M01,Residential,1948,1940s
2804,2224-302-00-0000,60 SUNSET RD,Single Fam M01,Residential,1947,1940s
2805,2224-303-00-0000,230 WOODIN ST,Single Fam M01,Residential,1949,1940s
2806,2224-304-00-0000,238 WOODIN ST,Single Fam M01,Residential,1946,1940s
2807,2224-305-00-0000,244 WOODIN ST,Single Fam M01,Residential,1948,1940s
2808,2224-306-00-0000,252 WOODIN ST,Single Fam M01,Residential,1955,1950s
2809,2224-307-00-0000,5 JONES RD,Single Fam M01,Residential,1948,1940s
2810,2224-308-00-0000,15 JONES RD,Single Fam M01,Residential,1948,1940s
2811,2224-309-00-0000,31 JONES RD,Single Fam M01,Residential,1947,1940s
2812,2224-310-00-0000,345 PINE ROCK AVE,Single Fam M01,Residential,1944,1940s
2813,2224-311-00-0000,390 PINE ROCK AVE,Single Fam M01,Residential,1940,1940s
2814,2224-312-00-0000,398 PINE ROCK AVE,Single Fam M01,Residential,1940,1940s
2815,2224-313-00-0000,6 WELCH ST,Single Fam M01,Residential,1945,1940s
2816,2224-314-00-0000,416 PINE ROCK AVE,Single Fam M01,Residential,1945,1940s
2817,2224-315-00-0000,424 PINE ROCK AVE,Single Fam M01,Residential,1950,1950s
2818,2224-316-00-0000,430 PINE ROCK AVE,Single Fam M01,Residential,1950,1950s
2819,2224-317-00-0000,434 PINE ROCK AVE,Single Fam M01,Residential,2008,2000s
2820,2224-318-00-0000,442 PINE ROCK AVE,Single Fam M01,Residential,1880,pre1900s
2821,2224-319-00-0000,334 WOODIN ST,Single Fam M01,Residential,1988,1980s
2822,2224-320-00-0000,340 WOODIN ST,Single Fam M01,Residential,1955,1950s
2823,2224-321-00-0000,346 WOODIN ST,Single Fam M01,Residential,1945,1940s
2824,2224-322-00-0000,352 WOODIN ST,Single Fam M01,Residential,1944,1940s
2825,2224-323-00-0000,358 WOODIN ST,Single Fam M01,Residential,1945,1940s
2826,2224-324-00-0000,364 WOODIN ST,Single Fam M01,Residential,1945,1940s
2827,2224-325-00-0000,370 WOODIN ST,Single Fam M01,Residential,1944,1940s
2828,2224-326-00-0000,376 WOODIN ST,Single Fam M01,Residential,1945,1940s
2829,2224-327-00-0000,382 WOODIN ST,Single Fam M01,Residential,1944,1940s
2830,2224-328-00-0000,388 WOODIN ST,Single Fam M01,Residential,1945,1940s
2831,2224-329-00-0000,400 WOODIN ST,Single Fam M01,Residential,1944,1940s
2832,2224-330-00-0000,20 THOMAS ST,Single Fam M01,Residential,1945,1940s
2833,2224-331-00-0000,28 THOMAS ST,Single Fam M01,Residential,1945,1940s
2834,2224-332-00-0000,34 THOMAS ST,Single Fam M01,Residential,1945,1940s
2835,2224-333-00-0000,69 WESTVIEW ST,Single Fam M01,Residential,1945,1940s
2836,2224-334-00-0000,61 WESTVIEW ST,Single Fam M01,Residential,1945,1940s
2837,2224-335-00-0000,57 WESTVIEW ST,Single Fam M01,Residential,1943,1940s
2838,2224-336-00-0000,51 WESTVIEW ST,Single Fam M01,Residential,1948,1940s
2839,2224-337-00-0000,45 WESTVIEW ST,Single Fam M01,Residential,1945,1940s
2840,2224-338-00-0000,39 WESTVIEW ST,Single Fam M01,Residential,1945,1940s
2841,2224-339-00-0000,33 WESTVIEW ST,Single Fam M01,Residential,1945,1940s
2842,2224-340-00-0000,27 WESTVIEW ST,Single Fam M01,Residential,1945,1940s
2843,2224-341-00-0000,21 WESTVIEW ST,Single Fam M01,Residential,1945,1940s
2844,2224-342-00-0000,17 WESTVIEW ST,Single Fam M01,Residential,1945,1940s
2845,2224-343-00-0000,7 WESTVIEW ST,Single Fam M01,Residential,1947,1940s
2846,2224-344-00-0000,16 WELCH ST,Single Fam M01,Residential,1945,1940s
2847,2224-345-00-0000,24 WELCH ST,Single Fam M01,Residential,1945,1940s
2848,2224-346-00-0000,30 WELCH ST,Single Fam M01,Residential,1945,1940s
2849,2224-347-00-0000,34 WELCH ST,Single Fam M01,Residential,1945,1940s
2850,2224-348-00-0000,40 WELCH ST,Single Fam M01,Residential,1945,1940s
2851,2224-349-00-0000,54 WELCH ST,Single Fam M01,Residential,1945,1940s
2852,2224-350-00-0000,65 WELCH ST,Single Fam M01,Residential,1945,1940s
2853,2224-351-00-0000,74 THOMAS ST,Single Fam M01,Residential,1944,1940s
2854,2224-352-00-0000,66 THOMAS ST,Single Fam M01,Residential,1945,1940s
2855,2224-353-00-0000,70 WESTVIEW ST,Single Fam M01,Residential,1940,1940s
2856,2224-354-00-0000,58 WESTVIEW ST,Single Fam M01,Residential,1943,1940s
2857,2224-355-00-0000,52 WESTVIEW ST,Single Fam M01,Residential,1940,1940s
2858,2224-356-00-0000,46 WESTVIEW ST,Single Fam M01,Residential,1944,1940s
2859,2224-357-00-0000,40 WESTVIEW ST,Single Fam M01,Residential,1945,1940s
2860,2224-358-00-0000,34 WESTVIEW ST,Single Fam M01,Residential,1945,1940s
2861,2224-359-00-0000,24 WESTVIEW ST,Single Fam M01,Residential,1945,1940s
2862,2224-360-00-0000,16 WESTVIEW ST,Single Fam M01,Residential,1944,1940s
2863,2224-361-00-0000,6 WESTVIEW ST,Single Fam M01,Residential,1943,1940s
2864,2224-362-00-0000,39 WELCH ST,Single Fam M01,Residential,1945,1940s
2865,2224-363-00-0000,45 WELCH ST,Single Fam M01,Residential,1945,1940s
2866,2224-364-00-0000,51 WELCH ST,Single Fam M01,Residential,1945,1940s
2867,2224-365-00-0000,57 WELCH ST,Single Fam M01,Residential,1945,1940s
2868,2224-366-00-0000,60 WESTERFIELD RD,Single Fam M01,Residential,1952,1950s
2869,2224-367-00-0000,52 WESTERFIELD RD,Single Fam M01,Residential,1952,1950s
2870,2224-368-00-0000,44 WESTERFIELD RD,Single Fam M01,Residential,1952,1950s
2871,2224-369-00-0000,38 WESTERFIELD RD,Single Fam M01,Residential,1951,1950s
2872,2224-370-00-0000,30 WESTERFIELD RD,Single Fam M01,Residential,1952,1950s
2873,2224-371-00-0000,22 WESTERFIELD RD,Single Fam M01,Residential,1952,1950s
2874,2224-372-00-0000,14 WESTERFIELD RD,Single Fam M01,Residential,1952,1950s
2875,2224-373-00-0000,4 WESTERFIELD RD,Single Fam M01,Residential,1952,1950s
2876,2224-374-00-0000,357 PINE ROCK AVE,Single Fam M01,Residential,1910,1910s
2878,2224-377-00-0000,8 HIGH TOP CR,Two Family M01,Residential,1973,1970s
2879,2224-378-00-0000,18 HIGH TOP CR,Three Fam M01,Residential,1970,1970s
2880,2224-379-00-0000,26 HIGH TOP CR,Three Fam M01,Residential,1970,1970s
2881,2224-380-00-0000,36 HIGH TOP CR,APT 4-Unit M94,Residential,1968,1960s
2882,2224-381-00-0000,46 HIGH TOP CR,Three Fam M01,Residential,1970,1970s
2883,2224-383-00-0000,55 HIGH TOP CR,Three Fam M01,Residential,1968,1960s
2884,2224-384-00-0000,47 HIGH TOP CR,Three Fam M01,Residential,1969,1960s
2885,2224-386-00-0000,75 WILMOT RD,Single Fam M01,Residential,1942,1940s
2886,2224-387-00-0000,43 GLENBROOK AVE,Single Fam M01,Residential,1930,1930s
2887,2224-388-00-0000,39 GLENBROOK AVE,Single Fam M01,Residential,1930,1930s
2888,2224-389-00-0000,35 GLENBROOK AVE,Single Fam M01,Residential,1932,1930s
2889,2224-390-00-0000,29 GLENBROOK AVE,Single Fam M01,Residential,1930,1930s
2890,2224-391-00-0000,23 GLENBROOK AVE,Single Fam M01,Residential,1930,1930s
2891,2224-392-00-0000,19 GLENBROOK AVE,Single Fam M01,Residential,1930,1930s
2892,2224-393-00-0000,233 WOODIN ST,Single Fam M01,Residential,1950,1950s
2893,2224-394-00-0000,224 WOODIN ST,Single Fam M01,Residential,1953,1950s
2894,2224-395-00-0000,229 WOODIN ST,Two Family M01,Residential,1870,pre1900s
2895,2224-396-00-0000,20 ROCHFORD AVE,Single Fam M01,Residential,1945,1940s
2896,2224-397-00-0000,30 ROCHFORD AVE,Single Fam M01,Residential,1945,1940s
2897,2224-398-00-0000,36 ROCHFORD AVE,Single Fam M01,Residential,1945,1940s
2898,2224-399-00-0000,42 ROCHFORD AVE,Single Fam M01,Residential,1945,1940s
2899,2224-400-00-0000,49 ROCHFORD AVE,Single Fam M01,Residential,1940,1940s
2900,2224-401-00-0000,43 ROCHFORD AVE,Single Fam M01,Residential,1940,1940s
2901,2224-402-00-0000,37 ROCHFORD AVE,Single Fam M01,Residential,1941,1940s
2902,2224-403-00-0000,31 ROCHFORD AVE,Single Fam M01,Residential,1940,1940s
2903,2224-404-00-0000,25 ROCHFORD AVE,Single Fam M01,Residential,1940,1940s
2904,2224-405-00-0000,19 ROCHFORD AVE,Single Fam M01,Residential,1940,1940s
2905,2224-406-00-0000,15 ROCHFORD AVE,Single Fam M01,Residential,1940,1940s
2906,2224-407-00-0000,5 ROCHFORD AVE,Single Fam M01,Residential,1940,1940s
2907,2224-408-00-0000,199 WOODIN ST,Single Fam M01,Residential,1945,1940s
2908,2224-409-00-0000,195 WOODIN ST,Single Fam M01,Residential,1932,1930s
2909,2224-410-00-0000,196 WOODIN ST,Single Fam M01,Residential,1940,1940s
2910,2224-411-00-0000,204 WOODIN ST,Single Fam M01,Residential,1947,1940s
2911,2224-412-00-0000,210 WOODIN ST,Single Fam M01,Residential,1948,1940s
2912,2224-413-00-0000,63 SUNSET RD,Single Fam M01,Residential,1948,1940s
2913,2224-414-00-0000,57 SUNSET RD,Single Fam M01,Residential,1948,1940s
2914,2224-415-00-0000,49 SUNSET RD,Single Fam M01,Residential,1948,1940s
2915,2224-416-00-0000,41 SUNSET RD,Single Fam M01,Residential,1948,1940s
2916,2224-417-00-0000,35 SUNSET RD,Single Fam M01,Residential,1948,1940s
2917,2224-418-00-0000,27 SUNSET RD,Single Fam M01,Residential,1948,1940s
2918,2224-419-00-0000,19 SUNSET RD,Single Fam M01,Residential,1948,1940s
2919,2224-420-00-0000,13 SUNSET RD,Single Fam M01,Residential,1948,1940s
2920,2224-421-00-0000,5 SUNSET RD,Single Fam M01,Residential,1948,1940s
2921,2224-422-00-0000,190 FAIRVIEW AVE,Single Fam M01,Residential,1940,1940s
2922,2224-423-00-0000,198 FAIRVIEW AVE,Single Fam M01,Residential,1940,1940s
2923,2224-424-00-0000,204 FAIRVIEW AVE,Single Fam M01,Residential,1948,1940s
2924,2224-425-00-0000,212 FAIRVIEW AVE,Single Fam M01,Residential,1945,1940s
2925,2224-426-00-0000,218 FAIRVIEW AVE,Single Fam M01,Residential,1945,1940s
2926,2224-427-00-0000,226 FAIRVIEW AVE,Single Fam M01,Residential,1947,1940s
2927,2224-428-00-0000,232 FAIRVIEW AVE,Single Fam M01,Residential,1945,1940s
2928,2224-429-00-0000,240 FAIRVIEW AVE,Single Fam M01,Residential,1945,1940s
2929,2224-430-00-0000,188 BRADLEY AVE,Single Fam M01,Residential,1950,1950s
2930,2224-431-00-0000,231 GORHAM AVE,Single Fam M01,Residential,1930,1930s
2931,2224-432-00-0000,225 GORHAM AVE,Single Fam M01,Residential,1930,1930s
2932,2224-433-00-0000,219 GORHAM AVE,Single Fam M01,Residential,1945,1940s
2933,2224-434-00-0000,213 GORHAM AVE,Single Fam M01,Residential,1939,1930s
2934,2224-435-00-0000,207 GORHAM AVE,Single Fam M01,Residential,1948,1940s
2935,2224-436-00-0000,203 GORHAM AVE,Single Fam M01,Residential,1941,1940s
2936,2224-437-00-0000,200 GORHAM AVE,Single Fam M01,Residential,1928,1920s
2937,2224-438-00-0000,204 GORHAM AVE,Single Fam M01,Residential,1930,1930s
2938,2224-439-00-0000,208 GORHAM AVE,Single Fam M01,Residential,1930,1930s
2939,2224-440-00-0000,210 GORHAM AVE,Single Fam M01,Residential,1940,1940s
2940,2224-441-00-0000,220 GORHAM AVE,Single Fam M01,Residential,1925,1920s
2941,2224-442-00-0000,224 GORHAM AVE,Single Fam M01,Residential,1925,1920s
2942,2224-443-00-0000,228 GORHAM AVE,Single Fam M01,Residential,1925,1920s
2943,2224-444-00-0000,234 GORHAM AVE,Single Fam M01,Residential,1925,1920s
2944,2224-446-00-0000,269 HELEN ST,Single Fam M01,Residential,1929,1920s
2945,2224-447-00-0000,265 HELEN ST,Single Fam M01,Residential,1929,1920s
2946,2224-448-00-0000,259 HELEN ST,Single Fam M01,Residential,1929,1920s
2947,2224-449-00-0000,255 HELEN ST,Single Fam M01,Residential,1925,1920s
2948,2224-450-00-0000,249 HELEN ST,Single Fam M01,Residential,1930,1930s
2949,2224-451-00-0000,243 HELEN ST,Single Fam M01,Residential,1930,1930s
2950,2224-452-00-0000,239 HELEN ST,Single Fam M01,Residential,1930,1930s
2951,2224-453-00-0000,235 HELEN ST,Single Fam M01,Residential,1929,1920s
2952,2224-454-00-0000,233 HELEN ST,Single Fam M01,Residential,1930,1930s
2953,2224-455-00-0000,223 HELEN ST,Two Family M01,Residential,1930,1930s
2954,2224-456-00-0000,219 HELEN ST,Single Fam M01,Residential,1927,1920s
2955,2224-457-00-0000,215 HELEN ST,Single Fam M01,Residential,1927,1920s
2956,2224-458-00-0000,55 ROCHFORD AVE,Single Fam M01,Residential,1940,1940s
2957,2224-459-00-0000,220 HELEN ST,Single Fam M01,Residential,1930,1930s
2958,2224-460-00-0000,111 GLENBROOK AVE,Single Fam M01,Residential,1942,1940s
2960,2224-462-00-0000,99 GLENBROOK AVE,Single Fam M01,Residential,1940,1940s
2961,2224-464-00-0000,89 GLENBROOK AVE,Single Fam M01,Residential,1930,1930s
2962,2224-465-00-0000,83 GLENBROOK AVE,Single Fam M01,Residential,1936,1930s
2963,2224-466-00-0000,79 GLENBROOK AVE,Single Fam M01,Residential,1926,1920s
2964,2224-467-00-0000,73 GLENBROOK AVE,Single Fam M01,Residential,1925,1920s
2965,2224-468-00-0000,69 GLENBROOK AVE,Single Fam M01,Residential,1930,1930s
2966,2224-469-00-0000,63 GLENBROOK AVE,Single Fam M01,Residential,1930,1930s
2967,2224-470-00-0000,57 GLENBROOK AVE,Single Fam M01,Residential,1926,1920s
2968,2224-471-00-0000,55 GLENBROOK AVE,Single Fam M01,Residential,1930,1930s
2970,2224-473-00-0000,54 ROCHFORD AVE,Single Fam M01,Residential,1945,1940s
2971,2224-474-00-0000,60 ROCHFORD AVE,Single Fam M01,Residential,1945,1940s
2972,2224-475-00-0000,66 ROCHFORD AVE,Single Fam M01,Residential,1940,1940s
2973,2224-476-00-0000,72 ROCHFORD AVE,Single Fam M01,Residential,1940,1940s
2974,2224-477-00-0000,84 ROCHFORD AVE,Single Fam M01,Residential,1940,1940s
2975,2224-478-00-0000,90 ROCHFORD AVE,Single Fam M01,Residential,1938,1930s
2976,2224-479-00-0000,96 ROCHFORD AVE,Single Fam M01,Residential,1940,1940s
2977,2224-481-00-0000,234 HELEN ST,Single Fam M01,Residential,1920,1920s
2978,2224-482-00-0000,240 HELEN ST,Single Fam M01,Residential,1924,1920s
2979,2224-483-00-0000,244 HELEN ST,Single Fam M01,Residential,1933,1930s
2980,2224-484-00-0000,250 HELEN ST,Single Fam M01,Residential,1920,1920s
2981,2224-485-00-0000,254 HELEN ST,Single Fam M01,Residential,1925,1920s
2982,2224-486-00-0000,260 HELEN ST,Single Fam M01,Residential,1925,1920s
2983,2224-487-00-0000,264 HELEN ST,Single Fam M01,Residential,1929,1920s
2984,2224-488-00-0000,270 HELEN ST,Single Fam M01,Residential,1929,1920s
2985,2224-489-00-0000,115 ELMER AVE,Single Fam M01,Residential,1934,1930s
2986,2224-490-00-0000,109 ELMER AVE,Single Fam M01,Residential,1948,1940s
2987,2224-491-00-0000,27 LACONIA ST,Single Fam M01,Residential,1940,1940s
2988,2224-492-00-0000,23 LACONIA ST,Single Fam M01,Residential,1941,1940s
2989,2224-493-00-0000,17 LACONIA ST,Single Fam M01,Residential,1941,1940s
2990,2224-494-00-0000,11 LACONIA ST,Single Fam M01,Residential,1928,1920s
2991,2224-495-00-0000,7 LACONIA ST,Single Fam M01,Residential,1930,1930s
2992,2224-496-00-0000,108 GLENBROOK AVE,Single Fam M01,Residential,1947,1940s
2993,2224-497-00-0000,92 GLENBROOK AVE,Single Fam M01,Residential,1930,1930s
